"","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","PARENT1_Yes","MSTATUS_Yes","SEX_M","EDUCATION_Bachelors","EDUCATION_High.School","EDUCATION_Masters","EDUCATION_PhD","JOB_Blue.Collar","JOB_Clerical","JOB_Doctor","JOB_Home.Maker","JOB_Lawyer","JOB_Manager","JOB_Professional","JOB_Student","JOB_Unknown","CAR_USE_Commercial","CAR_TYPE_Minivan","CAR_TYPE_Panel.Truck","CAR_TYPE_Pickup","CAR_TYPE_Sports.Car","CAR_TYPE_SUV","CAR_TYPE_Van","RED_CAR_yes","REVOKED_Yes","URBANICITY_Rural","AGE_sin","TIF_sin","BLUEBOOK_sin","CAR_TYPE_AMT_BIN","EDUCATION_AMT_BIN","JOB_TYPE_AMT_BIN","INCOME_AMT_BIN","YOJ_AMT_BIN","HOME_VAL_AMT_0_10K_BIN","HOME_VAL_AMT_60K_400K_BIN","OLDCLAIM_AMT_0_2K_BIN","OLDCLAIM_AMT_2K_10K_BIN","CLM_FREQ_AMT_BIN","MVR_PTS_AMT_BIN","CAR_AGE_AMT_BIN","TRAVTIME_AMT_BIN"
"962",3730,0,34,1,13,38307,151790,24,5330,1,17857,1,10,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.529082686120024,0.841470984807897,0.958795914442499,0,1,1,1,1,0,1,0,0,1,0,1,0
"963",4034,0,46,0,10,88632,258636,34,15670,3,7864,3,2,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.901788347648809,0.141120008059867,-0.261094739107524,0,1,1,1,1,0,1,0,1,1,1,0,0
"964",1133,0,49,0,14,45689,250792,42,10970,4,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.953752652759472,-0.756802495307928,-0.427338004933175,0,1,1,1,1,0,1,1,0,1,1,1,0
"971",2891,0,58,2,12,146202,473366,22,10320,6,4716,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.992872648084537,-0.279415498198926,0.131485203769758,0,0,1,0,1,0,0,0,1,1,1,0,0
"980",6027,0,29,1,11,101767,284160,48,14580,6,25433,3,1,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.663633884212968,-0.279415498198926,0.131126603445909,0,1,1,1,1,0,1,0,0,1,1,0,0
"985",3668,0,33,5,16,28395,137268,65,23450,7,20060,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.999911860107267,0.656986598718789,0.913755333785621,1,1,0,1,1,0,1,0,0,1,1,1,0
"987",4895,0,45,0,10,22860,0,32,11800,1,3118,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.850903524534118,0.841470984807897,0.177054754782462,0,1,1,1,1,1,0,0,1,1,1,1,0
"991",1029,1,39,1,12,69464,199330,18,5400,1,7940,3,4,15,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.963795386284088,0.841470984807897,0.38736481184216,0,0,0,1,1,0,1,0,1,1,0,0,1
"995",5142,0,42,2,14,20586,142997,47,7760,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.916521547915634,-0.756802495307928,0.263014738053354,0,1,0,1,1,0,1,1,0,1,1,1,0
"1003",648,0,44,0,10,53660,232498,5,34260,1,3783,4,4,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0177019251054136,0.841470984807897,-0.802881137139572,1,0,1,1,1,0,1,0,1,0,0,0,1
"1014",24720.047723,0,61,0,10,46161,197331,24,12220,1,25313,3,3,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.966117770008393,0.841470984807897,-0.714159386532921,0,0,1,1,1,0,1,0,0,1,0,0,0
"1021",54928.33897,0,52,0,9,140534,387349,66,21620,6,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.986627592040485,-0.279415498198926,-0.42652023229899,1,0,1,0,1,0,1,1,0,1,1,0,0
"1024",4123,0,31,4,14,48317,133939,15,1500,1,26686,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.404037645323065,0.841470984807897,-0.993901956906654,0,1,0,1,1,0,1,0,0,1,1,1,1
"1027",4809,0,40,0,0,0,0,56,5260,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.745113160479349,0.841470984807897,0.827082917072087,0,1,0,1,0,1,0,1,0,1,1,1,0
"1030",4610,0,58,0,12,71101,266848,40,14160,1,43052,2,6,5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.992872648084537,0.841470984807897,-0.745916795291888,0,1,1,1,1,0,1,0,0,1,0,0,0
"1035",1166,0,37,0,8,95502,0,37,37180,1,1681,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.643538133356999,0.841470984807897,0.680947182031768,0,0,1,1,1,1,0,1,0,1,1,0,0
"1038",5520,0,29,2,12,54310,174139,39,1500,4,5419,1,5,6,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.663633884212968,-0.756802495307928,-0.993901956906654,0,1,0,1,1,0,1,0,1,1,0,0,0
"1039",7463,0,51,0,10,81246,231151,38,11160,13,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.670229175843375,0.420167036826641,0.873766841481527,0,0,0,1,1,0,1,1,0,1,1,0,0
"1042",3897,0,54,0,11,63027,0,52,7650,1,6927,2,0,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.558789048851616,0.841470984807897,-0.220072223804394,0,0,1,1,1,1,0,0,1,1,1,0,0
"1043",3092,0,44.7902097902098,3,0,0,0,5,1500,10,0,0,7,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.722846366048555,-0.54402111088937,-0.993901956906654,0,0,0,1,0,1,0,1,0,1,0,0,1
"1044",4155,0,37,2,13,4319,0,36,9960,6,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.643538133356999,-0.279415498198926,0.913289363849024,0,1,0,1,1,1,0,1,0,1,0,1,0
"1047",6653,1,39,2,9,24628,195489,32,18810,6,2415,1,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.963795386284088,-0.279415498198926,-0.959376243746519,0,1,1,1,1,0,1,0,1,1,0,0,0
"1049",4209.4716289,0,39,0,13,22348,0,26,13150,1,5484,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.963795386284088,0.841470984807897,-0.649440124725452,0,1,0,1,1,1,0,0,1,1,1,1,0
"1054",3626,0,58,0,16,6657,0,23,4790,1,37285,3,4,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.992872648084537,0.841470984807897,0.80090000171287,0,1,0,1,1,1,0,0,0,1,0,0,0
"1055",3332.2378543,0,35,1,13,72167,0,31,19700,5,7276,2,7,13,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.428182669496151,-0.958924274663138,0.800141243980293,1,0,0,1,1,1,0,0,1,1,0,0,0
"1059",3760,0,26,1,9,73655,0,44,9150,13,7303,2,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.762558450479603,0.420167036826641,0.99380183232051,0,0,1,1,1,1,0,0,1,1,0,0,0
"1065",2856,0,38,2,14,58833,193644,41,20750,1,8403,1,6,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.296368578709385,0.841470984807897,0.217719160421937,0,0,1,1,1,0,1,0,1,1,0,0,0
"1068",3242,0,30,0,7,10678,0,22,11700,4,7228,1,8,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.988031624092862,-0.756802495307928,0.651043228214223,0,1,0,1,1,1,0,0,1,1,0,0,0
"1070",1397,0,24,3,15,13003,104742,38,1500,6,3230,2,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.905578362006624,-0.279415498198926,-0.993901956906654,0,1,0,1,1,0,1,0,1,1,0,1,0
"1071",7692,2,38,3,11,145073,406547,15,19810,6,0,0,0,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.296368578709385,-0.279415498198926,-0.772820483536458,1,0,1,0,1,0,0,1,0,1,1,0,1
"1073",4007,0,32,1,11,21400,0,30,14790,11,6373,1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.551426681241691,-0.999990206550703,-0.579579914879667,0,1,0,1,1,1,0,0,1,1,0,1,0
"1074",2193,1,40,2,12,4344,69014,38,22010,1,3226,2,5,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.745113160479349,0.841470984807897,0.00186894882053938,0,1,0,1,1,0,1,0,1,1,0,0,0
"1076",1748.7416314,0,22,0,10,5442,0,46,3800,1,30922,2,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,-0.00885130929040388,0.841470984807897,-0.970455331081526,0,0,0,1,1,1,0,0,0,1,0,1,0
"1077",4617,0,38,2,10,53532,0,53,10650,1,6697,3,4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.296368578709385,0.841470984807897,0.000904330477659284,0,1,1,1,1,1,0,0,1,1,0,0,0
"1078",22243.714846,0,42,0,6,82608,0,41,20730,6,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.916521547915634,-0.279415498198926,0.979892309603521,1,0,1,1,0,1,0,1,0,1,1,1,0
"1079",33590.508573,0,49,0,11,13148,159195,71,12540,6,0,0,5,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.953752652759472,-0.279415498198926,-0.945091061483345,0,1,1,1,1,0,1,1,0,1,0,0,0
"1080",4020.716382,0,27,1,9,37130,0,5,7910,1,2616,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.956375928404503,0.841470984807897,-0.505793660815771,0,1,1,1,1,1,0,0,1,0,1,1,1
"1089",3762,0,41,0,13,55138,0,29,16880,10,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.158622668804709,-0.54402111088937,-0.220836694500078,0,0,1,1,1,1,0,1,0,1,1,0,0
"1093",1758,0,65,0,0,0,94474,24,8000,1,37129,2,0,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.826828679490103,0.841470984807897,0.997843032362382,0,1,0,1,0,0,1,0,0,1,1,0,0
"1096",4289,0,47,0,10,57607,0,24,12970,10,8917,1,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0.123573122745224,-0.54402111088937,0.997870647121685,0,1,1,1,1,1,0,0,1,1,0,1,0
"1098",1669,0,51,0,11,65979,164614,35,19990,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.670229175843375,-0.756802495307928,-0.0459290450857917,1,1,0,1,1,0,1,1,0,1,1,1,0
"1103",2034,0,36,2,12,39400,152463,54,5100,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.991778853443116,0.841470984807897,-0.930260871990585,0,1,0,1,1,0,1,1,0,1,1,1,0
"1104",2753,1,37,2,0,0,80883,26,7070,1,982,3,1,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.643538133356999,0.841470984807897,0.988124440730162,0,0,0,1,0,0,1,1,0,1,1,0,0
"1107",4868,0,47,0,0,0,121454,23,23060,17,8752,3,0,18,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.123573122745224,-0.961397491879557,0.651775110476461,0,0,0,1,0,0,1,0,1,1,1,0,0
"1109",4451,0,37,0,12,102604,276929,38,21620,7,5222,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.643538133356999,0.656986598718789,-0.42652023229899,1,0,1,1,1,0,1,0,1,1,1,1,0
"1114",4419,0,52,0,7,64531,0,34,6700,10,5524,2,2,16,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.986627592040485,-0.54402111088937,0.850602510646281,0,0,1,1,1,1,0,0,1,1,1,0,0
"1116",3643,1,37,2,7,89343,251826,64,14130,1,6265,2,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.643538133356999,0.841470984807897,-0.773126479252545,0,0,1,1,1,0,1,0,1,1,1,0,0
"1125",931,0,34,0,5,59972,165806,51,23040,1,0,0,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.529082686120024,0.841470984807897,-0.42641116957832,1,0,1,1,0,0,1,1,0,1,0,0,0
"1129",7406,2,40,2,14,12339,107774,47,22310,1,3816,3,5,15,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.745113160479349,0.841470984807897,-0.999795391291739,1,0,0,1,1,0,1,0,1,1,0,0,0
"1135",8484,0,29,2,13,26413,172043,29,16200,4,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.663633884212968,-0.756802495307928,0.929595755215624,0,1,0,1,1,0,1,1,0,1,1,1,0
"1137",8162,0,62,0,12,34033,0,69,11100,14,4821,3,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.739180696649223,0.99060735569487,-0.683943745214962,0,1,1,1,1,1,0,0,1,1,0,1,0
"1140",4026,0,28,2,10,23427,98357,50,6640,4,17308,3,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.270905788307869,-0.756802495307928,-0.970397116820841,0,1,0,1,1,0,1,0,0,1,0,1,0
"1144",4027,0,35,1,0,0,0,53,11630,1,9624,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.428182669496151,0.841470984807897,-0.175096310878262,0,1,0,1,0,1,0,0,1,1,0,1,0
"1156",3440,0,33,3,0,0,0,34,7810,1,31379,5,5,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.999911860107267,0.841470984807897,0.000663175725398176,0,1,0,1,0,1,0,0,0,0,0,0,0
"1164",6110.7999038,2,40,2,5,16575,158720,34,7160,3,0,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.745113160479349,0.141120008059867,-0.30538476314085,0,1,0,1,0,0,1,1,0,1,1,1,0
"1168",1335,0,45,0,10,67263,212757,50,32270,7,0,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.850903524534118,0.656986598718789,-0.425702110850682,1,0,1,1,1,0,1,1,0,1,1,0,0
"1171",27254.000861,0,29,1,9,445,97183,32,16060,10,2555,3,0,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.663633884212968,-0.54402111088937,0.177410760424569,0,0,0,1,1,0,1,0,1,1,1,0,0
"1179",16012.261907,2,42,2,17,51608,169843,35,10860,3,7497,1,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.916521547915634,0.141120008059867,0.466919009751919,0,1,0,1,1,0,1,0,1,1,0,1,0
"1180",1070,0,52,0,13,77351,187879,51,6700,10,5984,2,6,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.986627592040485,-0.54402111088937,0.850602510646281,0,0,1,1,1,0,1,0,1,1,0,0,0
"1182",4277,0,41,0,10,18523,0,27,9400,13,9642,3,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.158622668804709,0.420167036826641,0.347384505330554,0,1,0,1,1,1,0,0,1,1,1,0,0
"1183",6431,0,49,0,11,52485,0,40,19830,4,0,0,3,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.953752652759472,-0.756802495307928,0.264003422604195,1,0,1,1,1,1,0,1,0,1,0,0,0
"1186",7035,0,31,1,12,65651,288294,32,17760,6,29471,2,0,18,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-0.404037645323065,-0.279415498198926,-0.545285155916407,1,0,1,1,1,0,1,0,0,1,1,0,0
"1189",5485,0,54,0,14,81524,161160,50,10650,1,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.558789048851616,0.841470984807897,0.000904330477659284,0,0,1,1,1,0,1,1,0,1,1,0,0
"1191",9623.1364178,0,33,1,14,46780,142430,38,9480,9,6937,2,5,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.999911860107267,0.412118485241757,-0.970338846126082,0,1,0,1,1,0,1,0,1,1,0,1,0
"1192",2505,0,56,0,14,38924,183890,49,5390,6,0,0,1,16,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.521551002086912,-0.279415498198926,-0.826574272860139,0,0,1,1,1,0,1,1,0,1,1,0,0
"1197",4415,1,43,1,13,65779,190317,29,14850,1,35737,3,4,17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.831774742628598,0.841470984807897,0.303604562447543,0,0,1,1,1,0,1,0,0,1,0,0,0
"1198",6673,1,36,2,0,0,0,26,12370,10,3373,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.991778853443116,-0.54402111088937,-0.999777961809438,0,1,0,1,0,1,0,0,1,1,1,1,0
"1201",6761,0,43,0,12,13349,140323,45,9470,4,0,0,3,6,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.831774742628598,-0.756802495307928,0.945700196652768,0,1,0,1,1,0,1,1,0,1,0,0,0
"1205",4368,0,38,2,11,43036,0,49,9600,6,4111,1,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.296368578709385,-0.279415498198926,-0.64966931671649,0,1,1,1,1,1,0,0,1,1,1,0,0
"1209",3084,0,53,0,0,0,116797,25,12380,1,29865,2,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.395925150181834,0.841470984807897,0.850348808843398,0,0,0,1,0,0,1,0,0,1,1,0,0
"1215",1043,0,43,1,0,0,0,27,7770,1,32562,1,6,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.831774742628598,0.841470984807897,-0.745555293761018,0,1,0,1,0,1,0,0,0,1,0,0,0
"1217",5900,0,40,1,14,2970,0,72,17710,4,0,0,5,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.745113160479349,-0.756802495307928,-0.746117534590351,0,1,0,1,1,1,0,1,0,1,0,0,0
"1218",3343,0,61,0,16,41801,210979,26,19030,1,8377,2,6,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.966117770008393,0.841470984807897,-0.980560360582486,0,1,0,1,1,0,1,0,1,1,0,0,0
"1221",5017,0,24,0,10,20220,115168,5,17850,11,27872,2,9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,-0.905578362006624,-0.999990206550703,-0.505065364205316,0,1,1,1,1,0,1,0,0,1,0,1,1
"1223",1793,0,61,0,9,28390,171805,43,14350,7,0,0,2,11,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.966117770008393,0.656986598718789,-0.714032771621212,0,1,1,1,1,0,1,1,0,1,1,0,0
"1225",9470.1359949,1,40,2,0,0,0,26,21340,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.745113160479349,0.841470984807897,0.743905677413501,0,1,0,1,0,1,0,1,0,1,1,1,0
"1229",5802,0,28,3,11,57417,144443,37,15640,1,7628,2,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.270905788307869,0.841470984807897,0.913485707812962,0,0,1,1,1,0,1,0,1,1,1,0,0
"1232",6057,0,60,0,13,8250,113386,14,8330,1,3730,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.304810621102217,0.841470984807897,-0.997751046903452,0,1,0,1,1,0,1,0,1,1,1,1,1
"1236",5636.5045383,0,22,0,0,0,0,63,13520,4,28386,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.00885130929040388,-0.756802495307928,-0.987854283127146,0,1,0,1,0,1,0,0,0,1,1,1,0
"1238",1482,2,39,3,12,39619,183660,42,9360,13,1218,2,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.963795386284088,0.420167036826641,-0.930393530240624,0,1,1,1,1,0,1,1,0,1,0,0,0
"1243",11769.924406,0,52,0,10,83901,0,43,23650,6,0,0,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.986627592040485,-0.279415498198926,0.0903802748920159,1,0,1,1,1,1,0,1,0,1,0,0,0
"1244",3254,0,40,3,13,44431,178105,47,12460,1,0,0,1,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.745113160479349,0.841470984807897,0.429135873607315,0,1,0,1,1,0,1,1,0,1,1,0,0
"1263",4197,0,42,0,13,58008,213887,54,18610,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.916521547915634,0.841470984807897,-0.713779471728429,0,1,1,1,1,0,1,1,0,1,1,1,0
"1266",5372,0,61,0,14,65775,199244,57,28170,4,0,0,4,18,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.966117770008393,-0.756802495307928,0.614162847730009,0,0,1,1,1,0,1,1,0,1,0,0,0
"1268",664,0,44,2,14,82068,215344,26,8980,1,4423,2,0,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0177019251054136,0.841470984807897,0.970716596792227,0,0,1,1,1,0,1,0,1,1,1,0,0
"1271",4085,0,28,1,9,54046,0,32,24560,7,20778,3,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.270905788307869,0.656986598718789,-0.825657010079268,0,1,1,1,1,1,0,0,0,1,0,1,0
"1273",6686,0,35,0,10,70274,0,32,12030,10,29205,3,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.428182669496151,-0.54402111088937,-0.745796319177186,0,0,1,1,1,1,0,0,0,1,1,0,0
"1274",3931,0,38,0,12,21119,136098,24,12180,10,3252,3,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.296368578709385,-0.54402111088937,-0.0452665591068511,0,1,1,1,1,0,1,0,1,1,0,0,0
"1279",2593,0,40,0,12,2289,0,21,5730,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.745113160479349,-0.756802495307928,-0.261909410773658,0,1,0,1,1,1,0,1,0,1,1,1,0
"1284",1442,0,58,0,6,123288,366424,25,7000,1,50111,4,1,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.992872648084537,0.841470984807897,0.50688542994917,0,0,0,1,0,0,1,0,0,0,1,0,0
"1286",2908,0,34,0,11,76847,0,34,15870,4,0,0,2,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.529082686120024,-0.756802495307928,-0.970207530743342,0,0,0,1,1,1,0,1,0,1,1,0,0
"1287",2967,0,47,0,10,31456,148339,56,1500,1,3278,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.123573122745224,0.841470984807897,-0.993901956906654,0,1,0,1,1,0,1,0,1,1,0,1,0
"1289",39260.243601,0,59,0,13,111559,330596,30,29020,15,1348,3,6,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.636738007139138,0.650287840157117,-0.895101496256345,0,0,1,1,1,0,1,1,0,1,0,0,0
"1301",1342,0,44,2,10.4982474360639,27039,0,49,11270,6,2189,2,5,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0177019251054136,-0.279415498198926,-0.894428468067267,0,1,0,1,1,1,0,0,1,1,0,0,0
"1303",5967,0,36,0,9,110873,0,50,24730,6,0,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.991778853443116,-0.279415498198926,-0.578891885768421,1,0,1,1,1,1,0,1,0,1,1,0,0
